BUSINESS_DATE,DVP_TOTAL_AMOUNT,GC_TOTAL_AMOUNT,TOTAL_REPO_AMOUNT,TOTAL_REVERSE_REPO_AMOUNT,TOTAL_AMOUNT
"12/12/2022","","","$195,636,709,448.84","$241,054,509,698.51","$436,691,219,147.35" 
"12/09/2022","","","$195,332,735,799.57","$238,852,234,157.16","$434,184,969,956.73" 
"12/08/2022","","","$195,206,458,615.89","$239,222,507,722.50","$434,428,966,338.39" 
"12/07/2022","","","$198,421,179,656.02","$237,418,852,999.62","$435,840,032,655.64" 
"12/06/2022","","","$190,194,757,380.74","$245,033,566,506.18","$435,228,323,886.92" 
"12/05/2022","","","$192,033,626,059.74","$256,780,420,617.73","$448,814,046,677.47" 
"12/02/2022","","","$200,032,706,640.42","$271,871,380,478.77","$471,904,087,119.19" 
"12/01/2022","","","$194,973,497,634.09","$267,093,669,635.50","$462,067,167,269.59" 
"11/30/2022","","","$209,212,279,315.05","$249,112,736,480.80","$458,325,015,795.85" 
"11/29/2022","","","$186,772,391,365.02","$231,942,774,325.04","$418,715,165,690.06" 
"11/28/2022","","","$173,896,761,026.18","$222,490,818,493.36","$396,387,579,519.54" 
"11/25/2022","","","$168,698,513,988.85","$213,821,360,737.67","$382,519,874,726.52" 
"11/23/2022","","","$168,251,975,847.38","$196,769,795,295.37","$365,021,771,142.75" 
"11/22/2022","","","$172,669,999,862.95","$203,813,990,860.21","$376,483,990,723.16" 
"11/21/2022","","","$167,116,698,661.45","$195,484,671,487.45","$362,601,370,148.90" 
"11/18/2022","","","$188,441,837,904.92","$202,191,893,629.84","$390,633,731,534.76" 
"11/17/2022","","","$174,493,295,419.99","$220,755,898,080.93","$395,249,193,500.92" 
"11/16/2022","","","$177,668,692,698.61","$237,284,406,011.33","$414,953,098,709.94" 
"11/15/2022","","","$182,874,380,937.95","$247,883,435,126.64","$430,757,816,064.59" 
"11/14/2022","","","$156,376,825,935.14","$193,249,726,046.22","$349,626,551,981.36" 
"11/10/2022","","","$153,850,255,509.19","$183,629,409,993.75","$337,479,665,502.94" 
"11/09/2022","","","$156,224,688,244.39","$174,144,420,700.94","$330,369,108,945.33" 
"11/08/2022","","","$153,627,179,105.58","$176,289,044,106.79","$329,916,223,212.37" 
"11/07/2022","","","$158,684,425,350.17","$170,289,900,437.80","$328,974,325,787.97" 
"11/04/2022","","","$162,199,739,195.90","$174,596,892,962.87","$336,796,632,158.77" 
"11/03/2022","","","$165,084,156,631.87","$189,031,675,798.83","$354,115,832,430.70" 
"11/02/2022","","","$170,818,205,229.82","$182,542,937,746.49","$353,361,142,976.31" 
"11/01/2022","","","$178,043,828,761.04","$206,129,664,977.43","$384,173,493,738.47" 
"10/31/2022","","","$200,805,623,893.81","$198,862,276,409.78","$399,667,900,303.59" 
"10/28/2022","","","$158,412,371,254.91","$168,631,607,968.35","$327,043,979,223.26" 
"10/27/2022","","","$146,093,202,653.40","$175,957,895,916.01","$322,051,098,569.41" 
"10/26/2022","","","$147,974,214,414.84","$169,866,406,177.19","$317,840,620,592.03" 
"10/25/2022","","","$142,841,552,539.18","$172,224,863,884.01","$315,066,416,423.19" 
"10/24/2022","","","$143,938,339,265.17","$149,357,306,211.77","$293,295,645,476.94" 
"10/21/2022","","","$148,707,456,177.21","$150,620,908,457.84","$299,328,364,635.05" 
"10/20/2022","","","$147,046,987,460.85","$160,845,711,393.88","$307,892,698,854.73" 
"10/19/2022","","","$144,631,231,328.41","$158,611,159,099.52","$303,242,390,427.93" 
"10/18/2022","","","$147,881,422,442.30","$162,301,587,900.86","$310,183,010,343.16" 
"10/17/2022","","","$150,212,477,438.16","$179,880,801,582.63","$330,093,279,020.79" 
"10/14/2022","","","$147,474,230,644.98","$153,129,129,368.57","$300,603,360,013.55" 
"10/13/2022","","","$144,342,113,866.00","$177,699,915,632.98","$322,042,029,498.98" 
"10/12/2022","","","$146,247,610,671.91","$170,677,756,438.94","$316,925,367,110.85" 
"10/11/2022","","","$143,142,401,728.00","$183,804,125,957.17","$326,946,527,685.17" 
"10/07/2022","","","$146,014,290,745.58","$183,874,519,392.56","$329,888,810,138.14" 
"10/06/2022","","","$153,262,089,294.66","$185,685,132,062.84","$338,947,221,357.50" 
"10/05/2022","","","$144,054,321,176.18","$178,245,955,356.65","$322,300,276,532.83" 
"10/04/2022","","","$148,724,329,948.08","$185,645,997,074.42","$334,370,327,022.50" 
"10/03/2022","","","$146,871,790,822.27","$179,907,052,991.56","$326,778,843,813.83" 
"9/30/2022","","","$195,374,803,577.41","$189,154,005,207.31","$384,528,808,784.72" 
"9/29/2022","","","$128,480,450,881.23","$156,330,488,134.48","$284,810,939,015.71" 
"9/28/2022","","","$113,745,117,264.73","$158,333,493,727.47","$272,078,610,992.20" 
"9/27/2022","","","$118,830,026,556.77","$162,428,838,519.58","$281,258,865,076.35" 
"9/26/2022","","","$120,624,733,590.71","$157,832,899,171.15","$278,457,632,761.86" 
"9/23/2022","","","$128,990,915,925.48","$153,772,971,000.13","$282,763,886,925.61" 
"9/22/2022","","","$132,512,331,452.67","$163,104,190,566.05","$295,616,522,018.72" 
"9/21/2022","","","$130,352,239,464.77","$145,962,809,591.48","$276,315,049,056.25" 
"9/20/2022","","","$127,683,466,262.46","$148,825,990,170.63","$276,509,456,433.09" 
"9/19/2022","","","$135,485,670,921.36","$149,585,031,406.52","$285,070,702,327.88" 
"9/16/2022","","","$133,423,934,274.71","$150,445,622,907.80","$283,869,557,182.51" 
"9/15/2022","","","$126,003,716,015.71","$154,589,388,772.49","$280,593,104,788.20" 
"9/14/2022","","","$118,272,862,013.38","$147,566,390,339.87","$265,839,252,353.25" 
"9/13/2022","","","$124,295,342,110.64","$149,929,389,921.73","$274,224,732,032.37" 
"9/12/2022","","","$119,312,149,086.22","$152,296,698,015.45","$271,608,847,101.67" 
"9/09/2022","","","$124,699,086,016.49","$152,569,938,105.93","$277,269,024,122.42" 
"9/08/2022","","","$128,461,155,984.93","$161,677,551,817.44","$290,138,707,802.37" 
"9/07/2022","","","$125,581,841,856.14","$158,385,577,077.02","$283,967,418,933.16" 
"9/06/2022","","","$136,272,804,769.94","$163,930,643,546.99","$300,203,448,316.93" 
"9/02/2022","","","$134,136,755,272.58","$159,323,831,527.85","$293,460,586,800.43" 
"9/01/2022","","","$140,899,130,742.45","$163,330,984,919.24","$304,230,115,661.69" 
"8/31/2022","","","$155,257,656,303.57","$168,971,996,694.41","$324,229,652,997.98" 
"8/30/2022","","","$136,724,757,236.56","$169,390,816,265.91","$306,115,573,502.47" 
"8/29/2022","","","$128,562,085,292.49","$165,947,716,495.87","$294,509,801,788.36" 
"8/26/2022","","","$130,449,030,802.04","$164,221,131,971.27","$294,670,162,773.31" 
"8/25/2022","","","$135,354,616,992.41","$172,082,648,675.84","$307,437,265,668.25" 
"8/24/2022","","","$135,609,964,485.35","$163,600,217,054.28","$299,210,181,539.63" 
"8/23/2022","","","$130,952,398,331.33","$164,592,138,681.69","$295,544,537,013.02" 
"8/22/2022","","","$132,108,231,270.34","$167,657,339,677.77","$299,765,570,948.11" 
"8/19/2022","","","$139,248,717,620.02","$164,546,318,003.02","$303,795,035,623.04" 
"8/18/2022","","","$145,714,084,466.70","$163,390,493,201.87","$309,104,577,668.57" 
"8/17/2022","","","$141,599,886,341.77","$158,227,249,685.11","$299,827,136,026.88" 
"8/16/2022","","","$144,434,920,503.34","$162,666,332,203.06","$307,101,252,706.40" 
"8/15/2022","","","$148,180,713,249.19","$168,924,276,158.75","$317,104,989,407.94" 
"8/12/2022","","","$138,081,692,846.90","$154,561,760,811.54","$292,643,453,658.44" 
"8/11/2022","","","$140,911,973,272.00","$161,388,649,534.33","$302,300,622,806.33" 
"8/10/2022","","","$142,920,382,924.81","$159,094,183,987.76","$302,014,566,912.57" 
"8/09/2022","","","$143,237,911,128.87","$165,536,407,316.42","$308,774,318,445.29" 
"8/08/2022","","","$144,328,721,759.63","$161,058,630,385.80","$305,387,352,145.43" 
"8/05/2022","","","$151,833,169,581.93","$161,486,027,849.64","$313,319,197,431.57" 
"8/04/2022","","","$151,440,113,568.97","$161,432,220,613.55","$312,872,334,182.52" 
"8/03/2022","","","$162,951,278,674.97","$158,864,283,736.00","$321,815,562,410.97" 
"8/02/2022","","","$144,233,269,668.96","$194,435,268,642.67","$338,668,538,311.63" 
"8/01/2022","","","$153,234,053,127.11","$187,154,091,891.67","$340,388,145,018.78" 
"7/29/2022","","","$158,255,454,627.93","$155,932,104,919.74","$314,187,559,547.67" 
"7/28/2022","","","$145,659,493,363.61","$160,408,551,033.04","$306,068,044,396.65" 
"7/27/2022","","","$134,626,839,683.47","$172,214,174,265.30","$306,841,013,948.77" 
"7/26/2022","","","$141,069,690,444.97","$180,471,367,700.96","$321,541,058,145.93" 
"7/25/2022","","","$147,616,558,632.17","$169,484,959,790.61","$317,101,518,422.78" 
"7/22/2022","","","$132,611,888,693.23","$155,376,013,473.57","$287,987,902,166.80" 
"7/21/2022","","","$143,184,975,891.52","$160,254,188,004.87","$303,439,163,896.39" 
"7/20/2022","","","$128,637,096,236.23","$160,580,783,022.25","$289,217,879,258.48" 
"7/19/2022","","","$137,343,330,388.84","$160,252,941,086.49","$297,596,271,475.33" 
"7/18/2022","","","$141,943,806,922.38","$160,707,105,991.76","$302,650,912,914.14" 
"7/15/2022","","","$148,864,644,606.38","$169,881,665,199.54","$318,746,309,805.92" 
"7/14/2022","","","$138,154,668,478.43","$160,308,365,236.43","$298,463,033,714.86" 
"7/13/2022","","","$145,860,983,523.42","$158,901,496,167.80","$304,762,479,691.22" 
"7/12/2022","","","$160,702,739,730.85","$160,875,985,356.12","$321,578,725,086.97" 
"7/11/2022","","","$133,770,058,866.10","$168,010,316,306.19","$301,780,375,172.29" 
"7/08/2022","","","$150,523,520,164.38","$163,300,418,493.84","$313,823,938,658.22" 
"7/07/2022","","","$146,747,249,326.07","$167,053,703,216.74","$313,800,952,542.81" 
"7/06/2022","","","$156,234,231,493.89","$161,429,638,254.40","$317,663,869,748.29" 
"7/05/2022","","","$158,608,328,840.30","$190,057,143,698.02","$348,665,472,538.32" 
"7/01/2022","","","$152,222,229,366.91","$172,118,011,267.98","$324,340,240,634.89" 
"6/30/2022","","","$188,470,395,305.05","$186,625,911,485.46","$375,096,306,790.51" 
"6/29/2022","","","$142,143,488,019.58","$174,690,042,101.85","$316,833,530,121.43" 
"6/28/2022","","","$133,424,833,477.77","$183,088,285,175.62","$316,513,118,653.39" 
"6/27/2022","","","$138,563,936,753.13","$185,619,095,179.70","$324,183,031,932.83" 
"6/24/2022","","","$127,950,742,957.85","$181,716,358,656.76","$309,667,101,614.61" 
"6/23/2022","","","$132,761,174,885.73","$180,349,081,194.12","$313,110,256,079.85" 
"6/22/2022","","","$127,085,591,092.77","$172,028,139,508.64","$299,113,730,601.41" 
"6/21/2022","","","$127,425,644,352.53","$177,145,456,758.72","$304,571,101,111.25" 
"6/17/2022","","","$125,498,606,724.36","$171,465,502,453.16","$296,964,109,177.52" 
"6/16/2022","","","$136,700,997,707.17","$163,010,528,979.68","$299,711,526,686.85" 
"6/15/2022","","","$126,333,174,648.31","$161,171,437,720.23","$287,504,612,368.54" 
"6/14/2022","","","$122,486,018,895.13","$159,611,830,735.31","$282,097,849,630.44" 
"6/13/2022","","","$118,032,886,794.65","$178,563,430,343.81","$296,596,317,138.46" 
"6/10/2022","","","$118,828,908,408.00","$189,186,334,662.37","$308,015,243,070.37" 
"6/09/2022","","","$130,033,061,410.12","$193,276,624,097.18","$323,309,685,507.30" 
"6/08/2022","","","$113,705,150,107.73","$194,131,600,010.71","$307,836,750,118.44" 
"6/07/2022","","","$122,583,342,280.23","$202,021,920,861.15","$324,605,263,141.38" 
"6/06/2022","","","$126,436,458,396.53","$210,618,647,060.40","$337,055,105,456.93" 
"6/03/2022","","","$131,333,836,456.85","$202,664,641,936.79","$333,998,478,393.64" 
"6/02/2022","","","$140,311,248,614.17","$203,711,662,563.43","$344,022,911,177.60" 
"6/01/2022","","","$138,908,692,765.38","$199,148,297,694.24","$338,056,990,459.62" 
"5/31/2022","","","$167,183,707,226.14","$207,567,198,191.93","$374,750,905,418.07" 
"5/27/2022","","","$133,769,890,006.74","$188,237,197,274.04","$322,007,087,280.78" 
"5/26/2022","","","$132,734,321,177.91","$193,561,588,530.93","$326,295,909,708.84" 
"5/25/2022","","","$132,546,920,234.26","$193,008,052,738.15","$325,554,972,972.41" 
"5/24/2022","","","$129,827,744,900.70","$195,642,737,542.22","$325,470,482,442.92" 
"5/23/2022","","","$138,306,425,136.20","$193,593,200,417.75","$331,899,625,553.95" 
"5/20/2022","","","$135,964,523,485.42","$194,976,372,538.54","$330,940,896,023.96" 
"5/19/2022","","","$141,973,960,578.48","$190,799,277,655.58","$332,773,238,234.06" 
"5/18/2022","","","$133,492,671,256.10","$182,492,603,693.27","$315,985,274,949.37" 
"5/17/2022","","","$128,039,892,108.73","$181,244,376,428.44","$309,284,268,537.17" 
"5/16/2022","","","$139,274,861,527.04","$207,958,731,095.57","$347,233,592,622.61" 
"5/13/2022","","","$129,733,148,231.10","$175,757,767,041.64","$305,490,915,272.74" 
"5/12/2022","","","$123,299,991,690.08","$173,727,395,442.89","$297,027,387,132.97" 
"5/11/2022","","","$122,465,956,041.14","$177,003,103,008.70","$299,469,059,049.84" 
"5/10/2022","","","$118,856,284,392.34","$177,400,553,178.26","$296,256,837,570.60" 
"5/09/2022","","","$119,946,244,335.31","$180,329,856,557.71","$300,276,100,893.02" 
"5/06/2022","","","$123,512,212,636.09","$185,254,160,457.19","$308,766,373,093.28" 
"5/05/2022","","","$126,916,148,346.36","$191,681,276,078.11","$318,597,424,424.47" 
"5/04/2022","","","$128,414,561,372.91","$183,203,015,322.17","$311,617,576,695.08" 
"5/03/2022","","","$137,414,016,730.99","$186,200,119,432.56","$323,614,136,163.55" 
"5/02/2022","","","$133,631,642,105.08","$207,440,736,995.72","$341,072,379,100.80" 
"4/29/2022","","","$132,247,656,118.75","$195,945,253,804.31","$328,192,909,923.06" 
"4/28/2022","","","$120,008,638,825.12","$188,017,743,478.63","$308,026,382,303.75" 
"4/27/2022","","","$115,736,943,820.89","$184,569,658,237.55","$300,306,602,058.44" 
"4/26/2022","","","$113,172,275,553.94","$188,047,869,107.35","$301,220,144,661.29" 
"4/25/2022","","","$116,537,049,101.47","$188,276,071,022.56","$304,813,120,124.03" 
"4/22/2022","","","$120,604,966,871.27","$185,112,280,772.90","$305,717,247,644.17" 
"4/21/2022","","","$121,582,193,358.28","$190,139,536,011.82","$311,721,729,370.10" 
"4/20/2022","","","$116,611,189,112.95","$201,469,348,540.65","$318,080,537,653.60" 
"4/19/2022","","","$122,490,097,944.21","$195,892,293,180.32","$318,382,391,124.53" 
"4/18/2022","","","$113,688,672,517.05","$194,662,794,531.56","$308,351,467,048.61" 
"4/14/2022","","","$114,509,011,648.29","$189,033,349,930.01","$303,542,361,578.30" 
"4/13/2022","","","$117,867,639,086.23","$193,968,946,769.10","$311,836,585,855.33" 
"4/12/2022","","","$113,979,454,803.54","$186,973,219,462.98","$300,952,674,266.52" 
"4/11/2022","","","$119,065,698,169.02","$187,292,627,393.92","$306,358,325,562.94" 
"4/08/2022","","","$111,879,853,272.25","$189,739,961,365.35","$301,619,814,637.60" 
"4/07/2022","","","$121,983,120,022.14","$188,082,689,736.97","$310,065,809,759.11" 
"4/06/2022","","","$126,505,259,594.52","$197,667,672,458.85","$324,172,932,053.37" 
"4/05/2022","","","$127,620,528,597.66","$198,108,846,637.55","$325,729,375,235.21" 
"4/04/2022","","","$138,740,471,522.90","$200,140,589,936.30","$338,881,061,459.20" 
"4/01/2022","","","$136,632,208,645.89","$209,040,612,309.45","$345,672,820,955.34" 
"3/31/2022","","","$169,619,089,763.52","$231,211,230,207.25","$400,830,319,970.77" 
"3/30/2022","","","$139,320,472,236.41","$199,333,508,040.44","$338,653,980,276.85" 
"3/29/2022","","","$118,916,593,643.89","$193,327,805,216.69","$312,244,398,860.58" 
"3/28/2022","","","$122,145,189,353.72","$183,238,174,114.08","$305,383,363,467.80" 
"3/25/2022","","","$120,699,020,421.01","$194,324,996,864.34","$315,024,017,285.35" 
"3/24/2022","","","$115,563,080,242.16","$197,144,975,271.93","$312,708,055,514.09" 
"3/23/2022","","","$113,100,201,500.29","$188,122,582,060.25","$301,222,783,560.54" 
"3/22/2022","","","$116,594,123,937.38","$193,364,759,563.16","$309,958,883,500.54" 
"3/21/2022","","","$126,879,696,515.31","$199,318,740,470.62","$326,198,436,985.93" 
"3/18/2022","","","$126,514,518,917.73","$211,579,457,151.40","$338,093,976,069.13" 
"3/17/2022","","","$124,733,259,123.84","$215,313,297,416.32","$340,046,556,540.16" 
"3/16/2022","","","$130,657,238,214.18","$219,082,344,454.38","$349,739,582,668.56" 
"3/15/2022","","","$127,615,600,328.98","$216,705,001,093.19","$344,320,601,422.17" 
"3/14/2022","","","$124,004,678,005.85","$208,108,335,567.24","$332,113,013,573.09" 
"3/11/2022","","","$122,748,406,594.05","$216,048,600,942.19","$338,797,007,536.24" 
"3/10/2022","","","$123,142,279,309.41","$211,312,960,363.46","$334,455,239,672.87" 
"3/09/2022","","","$131,933,071,158.44","$215,030,983,611.82","$346,964,054,770.26" 
"3/08/2022","","","$130,199,675,273.47","$208,590,846,497.47","$338,790,521,770.94" 
"3/07/2022","","","$137,018,109,800.55","$231,532,118,794.33","$368,550,228,594.88" 
"3/04/2022","","","$127,240,462,026.12","$218,764,006,374.31","$346,004,468,400.43" 
"3/03/2022","","","$137,090,296,145.83","$229,722,481,957.61","$366,812,778,103.44" 
"3/02/2022","","","$137,522,566,015.33","$237,153,111,589.04","$374,675,677,604.37" 
"3/01/2022","","","$148,227,485,633.42","$252,581,755,410.25","$400,809,241,043.67" 
"2/28/2022","","","$135,272,005,638.51","$253,191,319,927.99","$388,463,325,566.50" 
"2/25/2022","","","$134,122,818,143.98","$211,768,690,994.20","$345,891,509,138.18" 
"2/24/2022","","","$115,031,922,447.03","$204,851,246,868.91","$319,883,169,315.94" 
"2/23/2022","","","$114,562,989,910.43","$200,088,875,438.46","$314,651,865,348.89" 
"2/22/2022","","","$125,400,294,074.67","$206,600,158,003.32","$332,000,452,077.99" 
"2/18/2022","","","$109,296,910,311.53","$210,072,342,640.11","$319,369,252,951.64" 
"2/17/2022","","","$118,755,717,979.00","$206,094,677,761.90","$324,850,395,740.90" 
"2/16/2022","","","$120,352,422,634.77","$205,407,451,507.11","$325,759,874,141.88" 
"2/15/2022","","","$122,463,022,818.40","$211,620,011,558.24","$334,083,034,376.64" 
"2/14/2022","","","$110,813,500,397.20","$202,063,905,940.71","$312,877,406,337.91" 
"2/11/2022","","","$102,541,260,958.14","$200,786,189,231.36","$303,327,450,189.50" 
"2/10/2022","","","$108,246,884,597.46","$200,155,295,603.28","$308,402,180,200.74" 
"2/09/2022","","","$108,844,283,350.15","$192,041,187,195.09","$300,885,470,545.24" 
"2/08/2022","","","$105,767,448,931.74","$191,222,563,031.91","$296,990,011,963.65" 
"2/07/2022","","","$109,692,117,465.88","$189,764,643,017.48","$299,456,760,483.36" 
"2/04/2022","","","$105,323,247,774.53","$188,748,771,758.70","$294,072,019,533.23" 
"2/03/2022","","","$112,575,222,121.25","$200,651,777,194.11","$313,226,999,315.36" 
"2/02/2022","","","$113,439,955,988.90","$194,093,682,662.48","$307,533,638,651.38" 
"2/01/2022","","","$124,143,579,301.01","$210,923,921,597.30","$335,067,500,898.31" 
"1/31/2022","","","$130,354,102,763.77","$206,294,872,205.12","$336,648,974,968.89" 
"1/28/2022","","","$120,277,324,142.87","$186,369,376,743.40","$306,646,700,886.27" 
"1/27/2022","","","$107,437,620,360.15","$183,679,310,535.62","$291,116,930,895.77" 
"1/26/2022","","","$109,820,289,406.42","$185,202,813,477.22","$295,023,102,883.64" 
"1/25/2022","","","$108,925,631,586.13","$185,721,271,273.71","$294,646,902,859.84" 
"1/24/2022","","","$110,198,480,020.63","$184,695,747,953.50","$294,894,227,974.13" 
"1/21/2022","","","$111,247,323,307.08","$180,288,762,820.75","$291,536,086,127.83" 
"1/20/2022","","","$122,053,400,900.69","$188,786,630,630.24","$310,840,031,530.93" 
"1/19/2022","","","$120,470,107,424.39","$187,247,501,700.44","$307,717,609,124.83" 
"1/18/2022","","","$121,467,841,579.82","$196,633,906,108.87","$318,101,747,688.69" 
"1/14/2022","","","$111,227,384,683.00","$187,533,187,708.65","$298,760,572,391.65" 
"1/13/2022","","","$115,078,006,797.21","$188,472,253,729.08","$303,550,260,526.29" 
"1/12/2022","","","$117,322,357,661.30","$185,993,401,934.49","$303,315,759,595.79" 
"1/11/2022","","","$118,511,632,138.75","$190,363,913,129.31","$308,875,545,268.06" 
"1/10/2022","","","$121,541,576,455.72","$195,198,522,878.23","$316,740,099,333.95" 
"1/07/2022","","","$126,776,372,044.18","$202,076,588,637.95","$328,852,960,682.13" 
"1/06/2022","","","$124,239,736,266.57","$209,453,293,814.86","$333,693,030,081.43" 
"1/05/2022","","","$130,457,304,142.13","$216,189,057,962.54","$346,646,362,104.67" 
"1/04/2022","","","$137,569,479,731.54","$230,031,164,568.31","$367,600,644,299.85" 
"1/03/2022","","","$140,106,402,096.62","$213,018,469,705.06","$353,124,871,801.68" 
"12/31/2021","","","$170,711,206,370.76","$245,109,577,330.91","$415,820,783,701.67" 
"12/30/2021","","","$143,687,180,872.44","$205,593,382,475.69","$349,280,563,348.13" 
"12/29/2021","","","$130,576,916,573.45","$193,793,016,889.42","$324,369,933,462.87" 
"12/28/2021","","","$117,889,941,881.99","$182,410,928,683.02","$300,300,870,565.01" 
"12/27/2021","","","$116,301,235,694.15","$179,941,667,585.33","$296,242,903,279.48" 
"12/23/2021","","","$119,031,319,171.18","$180,929,288,695.42","$299,960,607,866.60" 
"12/22/2021","","","$118,274,579,905.74","$180,118,495,502.14","$298,393,075,407.88" 
"12/21/2021","","","$123,565,128,526.74","$172,998,251,190.94","$296,563,379,717.68" 
"12/20/2021","","","$127,311,985,604.85","$182,616,223,098.56","$309,928,208,703.41" 
"12/17/2021","","","$127,116,223,334.26","$188,665,542,586.05","$315,781,765,920.31" 
"12/16/2021","","","$125,154,217,031.99","$188,218,712,802.51","$313,372,929,834.50" 
"12/15/2021","","","$127,329,123,638.40","$185,718,054,547.26","$313,047,178,185.66" 
"12/14/2021","","","$123,050,948,505.85","$182,364,577,853.58","$305,415,526,359.43" 
"12/13/2021","","","$121,618,487,414.31","$186,313,968,562.58","$307,932,455,976.89" 
"12/10/2021","","","$119,680,850,319.28","$200,599,673,656.33","$320,280,523,975.61" 
"12/09/2021","","","$121,250,697,863.93","$206,410,717,085.55","$327,661,414,949.48" 
"12/08/2021","","","$126,043,357,534.31","$209,511,631,396.58","$335,554,988,930.89" 
"12/07/2021","","","$117,907,122,290.27","$209,337,578,544.64","$327,244,700,834.91" 
"12/06/2021","","","$121,952,315,938.53","$213,235,640,358.77","$335,187,956,297.30" 
"12/03/2021","","","$119,786,578,136.93","$214,504,662,660.15","$334,291,240,797.08" 
"12/02/2021","","","$122,205,321,310.36","$237,795,961,414.05","$360,001,282,724.41" 
"12/01/2021","","","$129,313,390,453.32","$241,983,331,373.99","$371,296,721,827.31" 
"11/30/2021","","","$128,610,460,803.43","$247,393,532,808.61","$376,003,993,612.04" 
"11/29/2021","","","$111,081,538,781.74","$196,473,330,448.34","$307,554,869,230.08" 
"11/26/2021","","","$96,613,984,393.21","$193,713,628,932.53","$290,327,613,325.74" 
"11/24/2021","","","$97,561,856,728.37","$183,376,027,094.42","$280,937,883,822.79" 
"11/23/2021","","","$89,563,741,296.77","$194,224,679,158.10","$283,788,420,454.87" 
"11/22/2021","","","$86,953,193,176.44","$185,046,989,224.78","$272,000,182,401.22" 
"11/19/2021","","","$83,575,038,093.01","$175,601,739,835.14","$259,176,777,928.15" 
"11/18/2021","","","$81,000,334,263.05","$169,454,950,648.71","$250,455,284,911.76" 
"11/17/2021","","","$86,731,354,879.53","$174,541,688,002.13","$261,273,042,881.66" 
"11/16/2021","","","$87,874,559,161.75","$183,888,807,078.52","$271,763,366,240.27" 
"11/15/2021","","","$87,370,995,133.94","$196,029,873,429.92","$283,400,868,563.86" 
"11/12/2021","","","$85,528,494,731.99","$172,137,696,292.62","$257,666,191,024.61" 
"11/10/2021","","","$93,824,997,575.96","$175,245,648,293.11","$269,070,645,869.07" 
"11/09/2021","","","$81,689,236,008.61","$182,194,665,151.18","$263,883,901,159.79" 
"11/08/2021","","","$88,161,429,349.47","$181,604,224,306.81","$269,765,653,656.28" 
"11/05/2021","","","$87,693,488,624.99","$181,871,916,683.93","$269,565,405,308.92" 
"11/04/2021","","","$84,349,390,204.56","$179,233,504,848.01","$263,582,895,052.57" 
"11/03/2021","","","$87,958,333,846.27","$176,346,269,830.89","$264,304,603,677.16" 
"11/02/2021","","","$87,679,664,971.52","$174,614,157,484.37","$262,293,822,455.89" 
"11/01/2021","","","$92,433,809,527.50","$177,852,830,065.64","$270,286,639,593.14" 
"10/29/2021","","","$84,612,119,080.62","$156,106,140,789.09","$240,718,259,869.71" 
"10/28/2021","","","$88,542,112,806.70","$169,465,569,367.02","$258,007,682,173.72" 
"10/27/2021","","","$83,211,822,235.80","$165,620,490,469.93","$248,832,312,705.73" 
"10/26/2021","","","$83,751,938,597.14","$163,144,898,784.20","$246,896,837,381.34" 
"10/25/2021","","","$84,450,976,768.94","$154,522,827,478.36","$238,973,804,247.30" 
"10/22/2021","","","$84,299,211,172.43","$153,644,780,484.66","$237,943,991,657.09" 
"10/21/2021","","","$86,038,602,976.56","$144,186,279,180.83","$230,224,882,157.39" 
"10/20/2021","","","$87,087,804,248.37","$151,313,302,683.72","$238,401,106,932.09" 
"10/19/2021","","","$86,466,737,089.85","$149,322,379,989.30","$235,789,117,079.15" 
"10/18/2021","","","$88,544,436,423.58","$150,352,817,587.76","$238,897,254,011.34" 
"10/15/2021","","","$89,249,667,921.35","$148,553,170,043.08","$237,802,837,964.43" 
"10/14/2021","","","$81,026,713,489.28","$151,567,065,360.18","$232,593,778,849.46" 
"10/13/2021","","","$98,545,098,154.62","$159,529,313,332.63","$258,074,411,487.25" 
"10/12/2021","","","$81,349,162,624.82","$167,696,319,560.76","$249,045,482,185.58" 
"10/08/2021","","","$89,839,237,353.87","$163,454,121,307.92","$253,293,358,661.79" 
"10/07/2021","","","$94,410,856,284.09","$165,126,365,609.21","$259,537,221,893.30" 
"10/06/2021","","","$95,964,684,663.01","$161,145,553,295.59","$257,110,237,958.60" 
"10/05/2021","","","$97,848,015,781.86","$169,806,831,538.68","$267,654,847,320.54" 
"10/04/2021","","","$97,873,632,464.41","$170,755,058,360.33","$268,628,690,824.74" 
"10/01/2021","","","$104,746,268,531.28","$176,133,176,325.16","$280,879,444,856.44" 
"9/30/2021","","","$127,728,753,862.86","$185,936,032,641.10","$313,664,786,503.96" 
"9/29/2021","","","$110,387,914,331.35","$152,906,263,302.97","$263,294,177,634.32" 
"9/28/2021","","","$96,591,567,604.78","$151,569,213,497.36","$248,160,781,102.14" 
"9/27/2021","","","$101,171,038,703.69","$161,287,685,855.66","$262,458,724,559.35" 
"9/24/2021","","","$99,057,497,107.53","$160,842,457,481.44","$259,899,954,588.97" 
"9/23/2021","","","$100,246,196,035.32","$156,194,570,885.57","$256,440,766,920.89" 
"9/22/2021","","","$102,201,080,992.14","$155,830,903,301.04","$258,031,984,293.18" 
"9/21/2021","","","$99,291,188,469.30","$156,460,595,705.03","$255,751,784,174.33" 
"9/20/2021","","","$109,138,331,929.15","$151,948,702,527.40","$261,087,034,456.55" 
"9/17/2021","","","$104,682,076,280.52","$157,160,123,591.73","$261,842,199,872.25" 
